-28.584177,0.000000,-186.460754
-10.519958,51.480358,-154.441071
-55.576588,37.436279,-121.667900
67.072945,-53.880920,-63.310081
66.591232,-52.352085,-60.902374
67.004753,-52.787102,-62.684681
-2.366727,0.344871,4.173976
-2.281087,0.279525,4.188606
-2.152905,0.260644,3.968874
-2.148879,0.256931,3.985720
-55.576588,37.436279,-121.667900
-55.864338,40.789062,-101.972664
-67.984756,24.589560,-86.063461
63.435398,-50.495743,-48.692322
62.656853,-48.873726,-46.681969
63.306763,-49.474319,-48.296360
-4.511355,0.710400,7.559233
-4.362804,0.589589,7.609578
-4.224375,0.565003,7.396611
-4.210505,0.557180,7.417268
-28.584040,-0.000000,-186.459885
1.816692,70.967438,-106.451149
-55.864445,40.789139,-101.972839
66.326881,-53.036663,-60.329205
65.777168,-51.481735,-57.978500
66.241989,-51.950909,-59.743549
-2.929394,0.426109,5.123565
-2.825963,0.345668,5.146394
-2.695391,0.325728,4.927990
-2.688591,0.320876,4.945704
-10.519958,51.480358,-154.441071
1.816682,70.967026,-106.450539
-67.984756,24.589560,-86.063461
65.012169,-53.312302,-57.213203
64.432693,-51.703300,-54.948364
64.936798,-52.226696,-56.685070
-3.393306,0.519670,5.897143
-3.275481,0.426506,5.927559
-3.142905,0.404712,5.710102
-3.133830,0.398943,5.728618
-71.229225,46.377205,-57.753429
-41.790615,10.508295,0.000000
62.656849,-48.873722,-46.681965
66.591232,-52.352085,-60.902374
65.777168,-51.481735,-57.978500
64.432693,-51.703300,-54.948364
-19.025448,-5.154093,44.061283
-17.843311,-5.873480,43.958359
-17.625937,-5.898797,43.712326
-17.463072,-5.941998,43.716278
-71.229485,46.377377,-57.753635
16.574898,-0.000000,-8.455659
63.306755,-49.474316,-48.296360
67.004753,-52.787102,-62.684681
66.241989,-51.950909,-59.743549
64.936798,-52.226696,-56.685070
-19.404379,-5.118174,44.468918
-18.209005,-5.849244,44.376228
-17.989794,-5.875945,44.131893
-17.824890,-5.920043,44.137070
-41.790615,10.508295,-0.000000
16.574898,0.000000,-8.455659
63.435383,-50.495731,-48.692310
67.072937,-53.880909,-63.310070
66.326866,-53.036652,-60.329193
65.012161,-53.312294,-57.213192
-19.437273,-5.064505,44.123203
-18.254496,-5.789312,44.039928
-18.036184,-5.815718,43.797283
-17.873041,-5.859581,43.803730
-6.339713,-2.029679,-30.190769
15.237169,40.615856,43.289013
9.237309,20.813808,30.974091
6.654849,21.021639,32.345661
-15.946914,0.073758,-32.408245
19.544352,52.965538,49.471638
9.679569,20.761049,30.736357
0.000000,40.298000,-142.010147
-11.132274,114.801575,-98.905617
-1.650636,24.542891,37.004807
-3.382390,33.129440,44.228607
24.155848,29.836769,-132.857254
16.819103,50.160522,46.038784
-0.436602,20.634886,32.778057
-3.505045,32.764709,43.083572
-3.448082,33.576221,44.024620
-3.648259,30.582474,41.397346
19.123962,57.546642,50.041035
3.705838,14.429106,8.735125
18.771042,58.264080,50.681816
17.077112,51.512444,48.658512
30.159552,0.000000,-116.359314
31.378086,0.000000,-115.673592
0.541594,2.739827,7.179762
-1.546829,10.008894,21.273502
17.306591,51.938511,48.708897
-62.968056,85.909904,-61.421024
0.386564,16.106821,29.091579
55.096283,9.130242,-101.254517
-0.574516,-2.430644,-10.322665
11.919722,2.591244,-41.768318
15.166236,15.823684,-58.346203
20.607653,12.246042,-52.713734
-14.701574,-6.628248,-15.683615
4.298654,-2.889259,-16.980534
12.200171,2.788610,-42.036774
-60.880524,26.607044,-71.010742
-9.576922,-4.788461,-10.513304
3.990334,-2.863890,-16.050127
-60.411308,25.262909,-69.797394
11.837116,-0.196275,-31.727282
83.326408,32.636169,-83.326385
21.402689,30.256422,16.318071
14.858698,12.288444,-53.456284
7.445184,0.368947,-35.704594
-3.960488,-1.695726,-33.136086
-10.879295,7.957104,-47.791191
-3.665202,-1.549792,-33.226643
7.604592,1.487293,-38.932484
-0.402411,-0.251344,-0.476516
22.395060,11.514784,-49.850586
-25.016535,6.579807,-45.954212
-1.866060,-1.145512,-2.224544
-5.076473,-3.087325,-5.024129
13.151588,20.683886,13.151588
-5.296006,-2.876831,-4.896307
10.414770,9.026134,-51.039467
-3.726078,-1.490431,-33.916515
12.034982,-0.112690,-32.398487
24.487196,13.653468,-51.074089
-3.647294,-1.294407,-34.336002
-2.191794,-1.316272,-2.618703
12.319081,0.110129,-32.637104
15.268678,12.937977,-54.111374
22.759129,11.951145,-49.901646
13.151588,20.683886,13.151588
-25.176014,7.109216,-46.469410
14.887168,17.808210,-58.596992
45.163845,98.881538,0.000000
-3.953336,-1.443994,-34.257542
7.013178,0.251817,-34.694855
7.168514,1.342190,-37.956593
83.326721,32.636288,-83.326698
-2.567390,12.513234,25.673897
-4.104456,-1.747704,-31.860292
1.360362,0.841371,1.533006
11.294550,-0.297804,-30.727943
-1.478889,12.877714,26.096710
-4.000097,-0.993127,-33.784069
24.313854,12.407838,-48.849754
4.632082,3.183040,5.502547
-10.909305,8.181978,-47.510574
58.153385,-7.269171,-56.076008
7.620184,21.152599,14.423739
-19.677622,106.097603,-71.014038
-61.556084,53.853046,-78.581116
25.342924,13.345476,-49.401203
27.748510,20.680494,-51.564106
-2.775085,13.754771,27.490578
12.896565,17.779787,-58.130135
8.549143,20.019989,32.031986
-0.374003,16.769175,30.392239
-10.907658,-15.802800,-21.126589
6.970167,8.374824,-48.392200
-7.281431,-5.186054,-5.498226
-10.455187,-11.712388,-14.906675
-13.806440,-3.722712,-21.773418
-5.400290,12.882620,26.277296
7.206362,8.392144,-48.401203
8.697795,10.407080,-50.710854
-6.984389,1.885531,-39.498627
-2.327128,6.006533,14.922456
5.873875,-0.510425,-31.472061
-2.534024,8.166040,18.878748
-1.425233,5.181370,13.324819
-1.294950,4.604265,12.123262
5.817307,0.276809,-34.330860
0.188273,-0.354712,-1.267538
31.955904,35.206814,27.649216
8.535139,8.440788,-48.793476
7.620184,21.152599,14.423739
4.349720,2.867340,5.126061
-10.928563,8.897016,-48.083691
76.092148,45.671726,-19.023035
25.887831,14.194770,-49.502800
-0.993197,-0.566187,-1.153685
-61.462551,59.113667,-77.559891
-16.225023,109.071152,-67.396255
-18.156263,107.938583,-67.633881
-1.642835,4.113595,11.379964
6.467216,4.243800,7.151780
58.153275,-7.269157,-56.075897
76.092033,45.671658,-19.023005
-11.363791,8.161706,-46.416271
-23.159117,105.368523,-66.645981
-64.253609,37.927929,-70.463264
-2.576874,14.639868,28.983395
-64.414970,47.774437,-71.754936
12.211155,17.936522,-57.636650
24.763586,13.526686,-49.007027
-10.468718,9.978089,-49.916229
8.980088,3.191761,-41.492893
-25.427917,7.929947,-47.579681
17.104176,14.475636,-54.175636
-12.079862,110.988647,-66.879005
21.402655,30.256372,16.318043
16.567001,14.416931,-54.283096
-3.138285,-1.057943,-34.479324
13.366086,0.884353,-33.163219
26.814566,14.814423,-49.716194
-1.205007,15.798979,30.035677
-52.362915,38.399471,-56.891376
-21.852375,3.186805,-38.644352
-3.595113,13.421754,27.140863
11.367318,-0.391112,-28.374403
-5.898597,10.727304,24.021255
9.841227,10.678778,-50.512432
-4.586305,14.006823,28.041834
-1.153763,4.834816,12.833689
-52.107204,37.023540,-56.344799
23.075714,17.865374,-50.325001
-39.055290,18.916399,-48.774624
0.680157,2.898060,7.697357
-46.425797,54.837208,-66.152824
-0.556260,-2.693537,-14.185964
-49.089603,44.392036,-62.788216
23.032139,17.033445,-49.914856
37.916683,-17.694460,-79.104561
19.349380,45.354244,45.618706
25.380766,33.478699,28.618898
-11.582611,-13.443030,-18.156893
-4.403274,-20.389082,-28.730198
15.264926,18.317911,11.240710
-9.849028,-12.992336,-16.978682
7.644380,20.594154,33.125797
-2.407874,30.299074,45.254898
5.322052,3.636916,5.880007
1.721491,-0.290792,-2.126838
22.235439,19.357912,-53.006561
22.283260,19.552467,-53.074684
10.575806,-22.964630,-35.765976
4.756005,-0.805952,-28.580194
8.366455,35.132076,45.233776
